,t_0_g,NPS_g
0,3.261570836336333e-06,154904.0
1,3.261570836336333e-06,154904.0
2,3.261570836336333e-06,154904.0
3,3.261570836336333e-06,154904.0
4,3.261570836336333e-06,154904.0
5,3.261570836336333e-06,154904.0
6,3.8438556472765905e-06,166619.0
7,3.8438556472765905e-06,166619.0
8,3.8438556472765905e-06,166619.0
9,3.8438556472765905e-06,166619.0
10,4.28396932635754e-06,190289.0
11,4.28396932635754e-06,190289.0
12,4.28396932635754e-06,190289.0
13,5.0861381697748075e-06,199330.0
14,5.0861381697748075e-06,199330.0
15,5.0861381697748075e-06,199330.0
16,5.4645867386664744e-06,211193.0
17,5.4645867386664744e-06,211193.0
18,5.4645867386664744e-06,211193.0
19,5.638815591463223e-06,212533.0
20,5.638815591463223e-06,212533.0
21,5.638815591463223e-06,212533.0
22,8.063157683637163e-06,250947.0
23,8.063157683637163e-06,250947.0
24,8.063157683637163e-06,250947.0
25,1.13632861680068e-05,324979.0
26,1.13632861680068e-05,324979.0
27,1.13632861680068e-05,324979.0
28,1.1838064461619967e-05,331040.0
29,1.1838064461619967e-05,331040.0
30,1.1838064461619967e-05,331040.0
31,1.1838064461619967e-05,331040.0
32,1.1838064461619967e-05,331040.0
33,1.1838064461619967e-05,331040.0
34,1.4814416979759561e-05,395014.0
35,1.4814416979759561e-05,395014.0
36,1.4814416979759561e-05,395014.0
37,1.5923556566960484e-05,415880.0
38,1.5923556566960484e-05,415880.0
39,1.5923556566960484e-05,415880.0
40,2.179838661052394e-05,544389.0
41,2.179838661052394e-05,544389.0
42,3.202713053493449e-05,733117.0
43,3.692034783375098e-05,835631.0
44,4.592031901906037e-05,1024878.0
45,4.592031901906037e-05,1024878.0
46,4.592031901906037e-05,1024878.0
47,4.697714710925557e-05,1037242.0
48,4.697714710925557e-05,1037242.0
49,4.697714710925557e-05,1037242.0
50,4.765056861888898e-05,1063164.0
51,5.006473802061871e-05,1140011.0
52,5.006473802061871e-05,1140011.0
53,5.006473802061871e-05,1140011.0
54,5.006473802061871e-05,1140011.0
55,5.094161705443309e-05,1145380.0
56,5.094161705443309e-05,1145380.0
57,5.094161705443309e-05,1145380.0
