,t_0_n,NPS_n
0,0.003911936950964034,410.0
1,0.003911936950964034,410.0
2,0.003911936950964034,410.0
3,0.003911936950964034,410.0
4,0.003911936950964034,410.0
5,0.003911936950964034,410.0
6,0.003911936950964034,410.0
7,0.003911936950964034,410.0
8,0.003911936950964034,410.0
9,0.003911936950964034,410.0
10,0.003911936950964034,410.0
11,0.003911936950964034,410.0
12,0.003911936950964034,410.0
13,0.003911936950964034,410.0
14,0.003911936950964034,410.0
15,0.003911936950964034,410.0
16,0.003911936950964034,410.0
17,0.003911936950964034,410.0
18,0.004231605749425113,426.0
19,0.004231605749425113,426.0
20,0.004231605749425113,426.0
21,0.004231605749425113,426.0
22,0.004231605749425113,426.0
23,0.004231605749425113,426.0
24,0.004231605749425113,426.0
25,0.004231605749425113,426.0
26,0.004231605749425113,426.0
27,0.004231605749425113,426.0
28,0.004231605749425113,426.0
29,0.00484383901326337,490.0
30,0.00484383901326337,490.0
31,0.00484383901326337,490.0
32,0.00484383901326337,490.0
33,0.00484383901326337,490.0
34,0.00484383901326337,490.0
35,0.00484383901326337,490.0
36,0.00484383901326337,490.0
37,0.00484383901326337,490.0
38,0.00484383901326337,490.0
39,0.00484383901326337,490.0
40,0.00484383901326337,490.0
41,0.00484383901326337,490.0
42,0.00484383901326337,490.0
43,0.00484383901326337,490.0
44,0.00484383901326337,490.0
45,0.00484383901326337,490.0
46,0.00484383901326337,490.0
47,0.00484383901326337,490.0
48,0.00484383901326337,490.0
49,0.00484383901326337,490.0
50,0.005342339541103492,547.0
51,0.005342339541103492,547.0
52,0.005342339541103492,547.0
53,0.005342339541103492,547.0
54,0.005342339541103492,547.0
55,0.005342339541103492,547.0
56,0.005342339541103492,547.0
57,0.005342339541103492,547.0
58,0.005342339541103492,547.0
59,0.005342339541103492,547.0
60,0.005342339541103492,547.0
61,0.005342339541103492,547.0
62,0.005342339541103492,547.0
63,0.005342339541103492,547.0
64,0.005342339541103492,547.0
65,0.005342339541103492,547.0
66,0.005342339541103492,547.0
67,0.005342339541103492,547.0
68,0.005936486238446739,579.0
69,0.005936486238446739,579.0
70,0.005936486238446739,579.0
71,0.005936486238446739,579.0
72,0.005936486238446739,579.0
73,0.005936486238446739,579.0
74,0.005936486238446739,579.0
75,0.005936486238446739,579.0
76,0.005936486238446739,579.0
77,0.005936486238446739,579.0
78,0.005936486238446739,579.0
79,0.005936486238446739,579.0
80,0.005936486238446739,579.0
81,0.005936486238446739,579.0
82,0.005936486238446739,579.0
83,0.005936486238446739,579.0
84,0.005936486238446739,579.0
85,0.005936486238446739,579.0
86,0.005936486238446739,579.0
87,0.005936486238446739,579.0
88,0.005936486238446739,579.0
89,0.005936486238446739,579.0
90,0.005936486238446739,579.0
91,0.005936486238446739,579.0
92,0.007098720654565551,703.0
93,0.007098720654565551,703.0
94,0.007098720654565551,703.0
95,0.007098720654565551,703.0
96,0.007098720654565551,703.0
97,0.007098720654565551,703.0
98,0.007098720654565551,703.0
99,0.007098720654565551,703.0
100,0.007098720654565551,703.0
101,0.007098720654565551,703.0
102,0.007098720654565551,703.0
103,0.007098720654565551,703.0
104,0.007098720654565551,703.0
105,0.007098720654565551,703.0
106,0.007098720654565551,703.0
107,0.007098720654565551,703.0
108,0.007098720654565551,703.0
109,0.007098720654565551,703.0
110,0.007098720654565551,703.0
111,0.007869730762819984,733.0
112,0.007869730762819984,733.0
113,0.007869730762819984,733.0
114,0.007869730762819984,733.0
115,0.007869730762819984,733.0
116,0.007869730762819984,733.0
117,0.007869730762819984,733.0
118,0.007869730762819984,733.0
119,0.007869730762819984,733.0
120,0.007869730762819984,733.0
121,0.007869730762819984,733.0
122,0.007869730762819984,733.0
123,0.007869730762819984,733.0
124,0.007869730762819984,733.0
125,0.007869730762819984,733.0
126,0.008835281633332493,865.0
127,0.008835281633332493,865.0
128,0.008835281633332493,865.0
129,0.008835281633332493,865.0
130,0.008835281633332493,865.0
131,0.008835281633332493,865.0
132,0.008835281633332493,865.0
133,0.008835281633332493,865.0
134,0.008835281633332493,865.0
135,0.008835281633332493,865.0
136,0.008835281633332493,865.0
137,0.008835281633332493,865.0
138,0.008835281633332493,865.0
139,0.008835281633332493,865.0
140,0.008835281633332493,865.0
141,0.008835281633332493,865.0
142,0.008835281633332493,865.0
143,0.010292641611415985,1012.0
144,0.010292641611415985,1012.0
145,0.010292641611415985,1012.0
146,0.010292641611415985,1012.0
147,0.010292641611415985,1012.0
148,0.010292641611415985,1012.0
149,0.010292641611415985,1012.0
150,0.010292641611415985,1012.0
151,0.010292641611415985,1012.0
152,0.010385286312967491,1019.0
153,0.010385286312967491,1019.0
154,0.010385286312967491,1019.0
155,0.010385286312967491,1019.0
156,0.010385286312967491,1019.0
157,0.010385286312967491,1019.0
158,0.010385286312967491,1019.0
159,0.010385286312967491,1019.0
160,0.010385286312967491,1019.0
161,0.011352545286386512,1130.0
162,0.011352545286386512,1130.0
163,0.011352545286386512,1130.0
164,0.011352545286386512,1130.0
165,0.011352545286386512,1130.0
166,0.011352545286386512,1130.0
167,0.011352545286386512,1130.0
168,0.011352545286386512,1130.0
169,0.011352545286386512,1130.0
170,0.011352545286386512,1130.0
171,0.011352545286386512,1130.0
172,0.011352545286386512,1130.0
173,0.011352545286386512,1130.0
174,0.011352545286386512,1130.0
175,0.011352545286386512,1130.0
176,0.011352545286386512,1130.0
177,0.011352545286386512,1130.0
178,0.012215689314114037,1175.0
179,0.012215689314114037,1175.0
180,0.012215689314114037,1175.0
181,0.012215689314114037,1175.0
182,0.012215689314114037,1175.0
183,0.012215689314114037,1175.0
184,0.012215689314114037,1175.0
185,0.012215689314114037,1175.0
186,0.012215689314114037,1175.0
187,0.012215689314114037,1175.0
188,0.012215689314114037,1175.0
189,0.012215689314114037,1175.0
190,0.012215689314114037,1175.0
191,0.012215689314114037,1175.0
192,0.012215689314114037,1175.0
193,0.012215689314114037,1175.0
194,0.012215689314114037,1175.0
