,t_0_n,NPS_n
0,0.00018573828548866005,68.0
1,0.00018573828548866005,68.0
2,0.00018573828548866005,68.0
3,0.00018573828548866005,68.0
4,0.00018573828548866005,68.0
5,0.00018573828548866005,68.0
6,0.00018573828548866005,68.0
7,0.00018573828548866005,68.0
8,0.00018573828548866005,68.0
9,0.00018573828548866005,68.0
10,0.00018573828548866005,68.0
11,0.00018573828548866005,68.0
12,0.00018573828548866005,68.0
13,0.00018573828548866005,68.0
14,0.00018573828548866005,68.0
15,0.00018573828548866005,68.0
16,0.00018573828548866005,68.0
17,0.00018573828548866005,68.0
18,0.00018573828548866005,68.0
19,0.00018573828548866005,68.0
20,0.00018573828548866005,68.0
21,0.00018573828548866005,68.0
22,0.00018573828548866005,68.0
23,0.00018573828548866005,68.0
24,0.00018573828548866005,68.0
25,0.003057126630965274,320.0
26,0.003057126630965274,320.0
27,0.003057126630965274,320.0
28,0.003057126630965274,320.0
29,0.003057126630965274,320.0
30,0.003057126630965274,320.0
31,0.003057126630965274,320.0
32,0.003057126630965274,320.0
33,0.003057126630965274,320.0
34,0.003057126630965274,320.0
35,0.003057126630965274,320.0
36,0.003057126630965274,320.0
37,0.003057126630965274,320.0
38,0.003057126630965274,320.0
39,0.003057126630965274,320.0
40,0.003057126630965274,320.0
41,0.003057126630965274,320.0
42,0.003057126630965274,320.0
43,0.003057126630965274,320.0
44,0.003057126630965274,320.0
45,0.003057126630965274,320.0
46,0.005541936692886452,557.0
47,0.005541936692886452,557.0
48,0.005541936692886452,557.0
49,0.005541936692886452,557.0
50,0.005541936692886452,557.0
51,0.005541936692886452,557.0
52,0.005541936692886452,557.0
53,0.005541936692886452,557.0
54,0.005541936692886452,557.0
55,0.005541936692886452,557.0
56,0.005541936692886452,557.0
57,0.005541936692886452,557.0
58,0.005541936692886452,557.0
59,0.005541936692886452,557.0
60,0.005541936692886452,557.0
61,0.007145692964682873,718.0
62,0.007145692964682873,718.0
63,0.007145692964682873,718.0
64,0.007145692964682873,718.0
65,0.007145692964682873,718.0
66,0.007145692964682873,718.0
67,0.007145692964682873,718.0
68,0.007145692964682873,718.0
69,0.007145692964682873,718.0
70,0.007145692964682873,718.0
71,0.007145692964682873,718.0
72,0.007145692964682873,718.0
73,0.007145692964682873,718.0
74,0.007145692964682873,718.0
75,0.007145692964682873,718.0
76,0.007145692964682873,718.0
77,0.007145692964682873,718.0
78,0.007145692964682873,718.0
79,0.007563906321199007,727.0
80,0.007563906321199007,727.0
