,t_0_g,NPS_g
0,2.152302497292334e-05,190475.0
1,2.152302497292334e-05,190475.0
2,2.152302497292334e-05,190475.0
3,2.9222645653116186e-05,227977.0
4,2.9222645653116186e-05,227977.0
5,2.9222645653116186e-05,227977.0
6,7.659304043532854e-05,403643.0
7,7.659304043532854e-05,403643.0
8,7.659304043532854e-05,403643.0
9,9.400152562379859e-05,501922.0
10,9.400152562379859e-05,501922.0
11,9.400152562379859e-05,501922.0
12,9.400152562379859e-05,501922.0
13,9.400152562379859e-05,501922.0
14,9.400152562379859e-05,501922.0
15,9.831897881468741e-05,515428.0
16,9.831897881468741e-05,515428.0
17,9.831897881468741e-05,515428.0
18,9.831897881468741e-05,515428.0
19,0.00010525899283035374,549242.0
20,0.00010525899283035374,549242.0
21,0.00010525899283035374,549242.0
22,0.00011821551533002474,622283.0
23,0.00011821551533002474,622283.0
24,0.00011821551533002474,622283.0
25,0.00012334586512134367,644894.0
26,0.00012334586512134367,644894.0
27,0.00012334586512134367,644894.0
28,0.00012334586512134367,644894.0
29,0.0001252778584335582,657688.0
30,0.0001252778584335582,657688.0
31,0.0001252778584335582,657688.0
32,0.0001292288774401368,690887.0
33,0.00013814752572236547,731851.0
34,0.00013814752572236547,731851.0
35,0.00013814752572236547,731851.0
36,0.0001469874886830527,750586.0
37,0.0001469874886830527,750586.0
38,0.0001469874886830527,750586.0
39,0.00014960813111824492,763429.0
40,0.00014960813111824492,763429.0
41,0.00014960813111824492,763429.0
42,0.00015627424818787737,799008.0
43,0.0001618965747443576,815373.0
44,0.0001618965747443576,815373.0
45,0.0001618965747443576,815373.0
46,0.0001665423156595544,820703.0
47,0.0001665423156595544,820703.0
48,0.0001665423156595544,820703.0
49,0.0001665423156595544,820703.0
50,0.0001665423156595544,820703.0
51,0.0001693060997445705,836214.0
52,0.00017450945884892253,858766.0
53,0.00017450945884892253,858766.0
54,0.00017450945884892253,858766.0
55,0.00019010808866506268,940780.0
56,0.00019010808866506268,940780.0
57,0.00019010808866506268,940780.0
58,0.00019282230626723276,955141.0
59,0.00019282230626723276,955141.0
60,0.00019282230626723276,955141.0
61,0.0001973397570004463,989393.0
62,0.0001973397570004463,989393.0
63,0.0001973397570004463,989393.0
64,0.00020224556884809887,1010999.0
65,0.00020224556884809887,1010999.0
66,0.00020224556884809887,1010999.0
67,0.00020224556884809887,1010999.0
68,0.00020224556884809887,1010999.0
69,0.00020224556884809887,1010999.0
70,0.00020224556884809887,1010999.0
71,0.00025489687520556645,1260508.0
72,0.00025489687520556645,1260508.0
73,0.00025489687520556645,1260508.0
74,0.0002635359896809715,1287371.0
75,0.0002635359896809715,1287371.0
76,0.0002635359896809715,1287371.0
77,0.0002635359896809715,1287371.0
78,0.0002809343644700059,1326310.0
79,0.0002809343644700059,1326310.0
80,0.0002809343644700059,1326310.0
81,0.0002809343644700059,1326310.0
82,0.0002809343644700059,1326310.0
83,0.0002809343644700059,1326310.0
84,0.00028603074335728843,1359510.0
85,0.00028603074335728843,1359510.0
86,0.00028603074335728843,1359510.0
87,0.00028962218173343626,1379953.0
88,0.00028962218173343626,1379953.0
89,0.00028962218173343626,1379953.0
90,0.00031144733685935477,1483267.0
91,0.00031144733685935477,1483267.0
92,0.00031144733685935477,1483267.0
93,0.0003140887666909597,1486449.0
94,0.0003140887666909597,1486449.0
95,0.0003140887666909597,1486449.0
96,0.00031428433434636533,1493966.0
97,0.00031428433434636533,1493966.0
98,0.00031428433434636533,1493966.0
99,0.00031794111840988446,1538950.0
100,0.0003192929897287921,1550482.0
101,0.0003192929897287921,1550482.0
102,0.0003192929897287921,1550482.0
103,0.00033158187089300936,1640031.0
104,0.00033158187089300936,1640031.0
105,0.00033158187089300936,1640031.0
106,0.0003449920189697692,1730482.0
107,0.0003449920189697692,1730482.0
108,0.0003449920189697692,1730482.0
109,0.0003687261517856066,1796838.0
110,0.0003687261517856066,1796838.0
111,0.0003687261517856066,1796838.0
112,0.0003687261517856066,1796838.0
113,0.0003687261517856066,1796838.0
114,0.0003687261517856066,1796838.0
115,0.0003687261517856066,1796838.0
116,0.0003687261517856066,1796838.0
117,0.0003687261517856066,1796838.0
118,0.0003687261517856066,1796838.0
119,0.0003775645324796943,1851352.0
120,0.0003775645324796943,1851352.0
121,0.0003775645324796943,1851352.0
122,0.0004262996368226128,2013668.0
123,0.0004262996368226128,2013668.0
124,0.0004262996368226128,2013668.0
125,0.0004492469772291531,2131295.0
126,0.0004492469772291531,2131295.0
127,0.0004492469772291531,2131295.0
128,0.000492943595795292,2317052.0
