,NPS,End_event_no,Particle_type,Start_x,Start_y,Start_z,End_x,End_y,End_z,Start_E,End_E,Start_T,End_T,Detector_no,Delta_ray_flag
0,7752.0,1.0,3.0,10.942,7.1017,-6.2006,12.771,8.1897,-5.837,0.4081,0.40529,0.031645,0.04031,3.0,0.0
1,18364.0,1.0,3.0,12.191,6.4654,16.5,13.222,6.2808,15.646,0.42325,0.42224,0.036029,0.041413,3.0,0.0
2,20544.0,1.0,3.0,-11.732,5.8737,15.756,-13.163,7.4794,16.5,0.31329,0.31067,0.039158,0.048831,15.0,0.0
3,20832.0,1.0,3.0,-13.239,-3.5411,8.943,-12.634,-2.6623,9.5516,0.35596,0.35471,0.042703,0.047774,13.0,0.0
4,20832.0,3.0,3.0,-12.633,-2.6562,9.5629,-13.573,-3.6792,10.698,0.28741,0.28488,0.047843,0.055632,13.0,0.0
5,20832.0,5.0,3.0,-13.574,-3.6795,10.705,-13.33,-1.3064,12.321,0.2299,0.22609,0.055668,0.068942,13.0,0.0
6,33157.0,1.0,3.0,4.1717,12.159,-9.1526,5.7427,12.374,-10.153,0.57803,0.57644,0.029885,0.036966,1.0,0.0
7,33157.0,3.0,3.0,5.7527,12.385,-10.172,5.2964,14.428,-11.501,0.47851,0.47617,0.037074,0.046732,1.0,0.0
8,33157.0,5.0,3.0,5.2832,14.433,-11.513,4.268,14.392,-12.073,0.40928,0.40825,0.046814,0.051466,1.0,0.0
9,33612.0,1.0,3.0,12.928,1.614,1.251,13.466,1.2499,0.93461,0.32023,0.31961,0.034253,0.037306,4.0,0.0
10,35282.0,1.0,3.0,11.003,6.6589,-15.293,13.481,7.0295,-14.966,0.42224,0.41902,0.029848,0.039921,3.0,0.0
11,35282.0,3.0,3.0,11.489,6.7316,-15.229,11.489,6.7296,-15.226,0.0013339,0.00098059,0.031825,0.031969,3.0,1.0
12,35364.0,1.0,3.0,-15.14,2.6492,-5.9123,-13.431,3.6343,-5.0563,0.21587,0.21385,0.059174,0.069258,14.0,0.0
13,36317.0,1.0,3.0,0.75049,-13.075,12.701,-0.38918,-15.309,12.969,0.58892,0.58723,0.059751,0.06925,9.0,0.0
14,37860.0,1.0,3.0,6.064,13.517,-14.716,3.8492,14.065,-16.087,0.54872,0.54677,0.036143,0.046279,1.0,0.0
15,37860.0,3.0,3.0,5.5439,13.646,-15.038,5.8155,13.135,-15.741,0.01576,0.00098694,0.038523,0.056006,1.0,1.0
16,37860.0,5.0,3.0,3.6976,12.66,-14.333,4.0402,14.25,-14.805,1.9271,1.926,0.029694,0.035471,1.0,0.0
17,40753.0,1.0,3.0,-1.1639,-13.592,3.3156,0.87195,-15.023,2.1832,0.55989,0.55752,0.048908,0.059286,9.0,0.0
18,40753.0,3.0,3.0,-3.7072,-12.642,3.7873,-5.019,-11.995,3.7602,0.086361,0.083455,0.042955,0.052397,10.0,0.0
19,40753.0,5.0,3.0,-5.0204,-11.995,3.7594,-3.6785,-12.698,2.5009,0.05104,0.0442,0.052417,0.068538,10.0,0.0
20,40753.0,7.0,3.0,-3.6784,-12.698,2.5005,-6.0427,-13.602,1.5057,0.036764,0.0085629,0.068544,0.10065,10.0,0.0
21,40753.0,9.0,3.0,-6.0427,-13.602,1.5057,-6.0047,-13.54,1.5025,0.0038193,0.00096196,0.10065,0.10331,10.0,0.0
22,43080.0,1.0,3.0,10.949,6.9078,5.9199,11.526,8.1196,6.3146,0.45104,0.42569,0.038313,0.043821,3.0,0.0
23,43080.0,3.0,3.0,8.3389,9.7581,1.7044,8.436,11.905,1.7069,0.25911,0.25163,0.038785,0.048369,2.0,0.0
24,43080.0,5.0,3.0,8.6593,9.5972,3.2437,9.4715,12.004,3.0291,0.88483,0.8787,0.03521,0.044347,2.0,0.0
25,43080.0,7.0,3.0,9.382,11.739,3.0528,9.3705,11.74,3.073,0.0023663,0.00099641,0.04334,0.044316,2.0,1.0
26,45628.0,1.0,3.0,3.6097,12.873,14.739,4.1265,13.198,16.5,0.29885,0.29537,0.039224,0.047237,1.0,0.0
27,45628.0,3.0,3.0,3.9324,13.076,15.839,3.9506,13.111,15.843,0.0030302,0.00098427,0.044228,0.045802,1.0,1.0
28,47073.0,1.0,3.0,7.7955,-10.727,15.25,8.4789,-11.929,15.921,0.42836,0.423,0.029508,0.035619,7.0,0.0
29,47073.0,3.0,3.0,8.4822,-11.93,15.922,9.2372,-12.049,16.5,0.39854,0.39701,0.035636,0.039498,7.0,0.0
30,48561.0,1.0,3.0,4.4344,-12.04,-12.15,5.8228,-14.032,-12.765,0.90006,0.89843,0.043269,0.052232,8.0,0.0
31,49225.0,1.0,3.0,11.439,6.0418,-12.577,12.53,8.2792,-14.783,0.15683,0.14999,0.046425,0.063657,3.0,0.0
32,49225.0,3.0,3.0,12.531,8.2791,-14.784,12.892,7.214,-16.5,0.13902,0.13572,0.063665,0.074737,3.0,0.0
33,49225.0,5.0,3.0,12.775,7.5592,-15.944,12.792,7.5586,-15.953,0.0022795,0.00096366,0.071149,0.07198,3.0,1.0
34,49225.0,7.0,3.0,11.728,6.6343,-13.161,11.755,6.6212,-13.164,0.0027637,0.00093253,0.050989,0.052486,3.0,1.0
35,49785.0,1.0,3.0,14.526,-1.3515,11.698,14.59,-3.5052,11.854,0.47345,0.47057,0.035739,0.04417,5.0,0.0
36,49785.0,3.0,3.0,13.275,-1.3348,11.98,12.835,-3.1609,11.181,0.36883,0.36676,0.031325,0.03969,5.0,0.0
37,49785.0,5.0,3.0,12.69,-2.0216,9.4375,12.86,-3.1974,8.3911,1.0399,1.0381,0.033288,0.038881,5.0,0.0
38,49785.0,7.0,3.0,12.69,-2.0194,9.4382,13.591,-1.2132,8.0362,0.05779,0.051879,0.033287,0.047629,5.0,0.0
39,49785.0,9.0,3.0,13.591,-1.2131,8.0366,14.628,-1.4179,8.9998,0.037656,0.024986,0.047638,0.061862,5.0,0.0
40,49785.0,11.0,3.0,14.628,-1.4179,8.9999,14.526,-2.4991,9.0175,0.020934,0.00095981,0.061863,0.083524,5.0,0.0
41,49785.0,13.0,3.0,14.529,-2.449,8.9879,14.523,-2.4467,8.9957,0.0017406,0.00097929,0.081425,0.081932,5.0,1.0
42,49785.0,15.0,3.0,14.897,-1.9243,9.0193,14.897,-1.928,9.0168,0.001429,0.00095731,0.069441,0.069855,5.0,1.0
43,49785.0,17.0,3.0,14.655,-1.4627,9.0203,14.655,-1.4634,9.0194,0.0011323,0.00099811,0.062538,0.062599,5.0,1.0
44,49785.0,19.0,3.0,14.628,-1.4179,8.9999,14.628,-1.4186,8.9982,0.001066,0.00099857,0.061862,0.061972,5.0,0.0
45,49785.0,21.0,3.0,14.129,-1.3511,8.5696,14.151,-1.3356,8.5679,0.0031421,0.00098191,0.054804,0.055788,5.0,1.0
46,49785.0,23.0,3.0,13.942,-1.3096,8.3756,13.965,-1.3157,8.3647,0.0026405,0.00093079,0.052208,0.053403,5.0,1.0
47,49785.0,25.0,3.0,13.58,-1.2271,8.0571,13.581,-1.2156,8.0611,0.0016255,0.0011865,0.047411,0.048028,5.0,1.0
48,49785.0,27.0,3.0,13.233,1.3592,9.496,15.149,2.5768,10.122,0.27426,0.27094,0.037146,0.047493,4.0,0.0
49,50101.0,1.0,3.0,-11.738,5.8714,-16.189,-12.058,8.3107,-13.528,0.22431,0.22083,0.045013,0.061826,15.0,0.0
50,50681.0,1.0,3.0,7.8957,-11.301,12.477,10.227,-10.293,12.896,0.068227,0.060886,0.040938,0.059565,7.0,0.0
51,50681.0,3.0,3.0,7.8958,-11.301,12.476,7.9091,-11.302,12.487,0.0018701,0.00090958,0.040928,0.041687,7.0,0.0
52,56647.0,1.0,3.0,12.06,-5.789,5.7386,13.481,-7.0546,4.9146,1.1256,1.1245,0.037939,0.04522,6.0,0.0
53,56647.0,3.0,3.0,11.025,-6.5953,6.2274,13.371,-7.5681,6.8205,1.4122,1.4104,0.035621,0.044643,6.0,0.0
54,56647.0,5.0,3.0,12.65,-5.8583,5.8137,13.465,-7.2525,6.2888,0.47038,0.46856,0.039963,0.04654,6.0,0.0
55,56647.0,7.0,3.0,12.074,-5.7874,5.7389,12.218,-8.32,6.1839,0.20414,0.2013,0.037979,0.050259,6.0,0.0
56,56647.0,9.0,3.0,12.178,-7.6062,6.0585,12.275,-7.6105,6.0643,0.004522,0.00082956,0.046798,0.050265,6.0,1.0
57,56647.0,11.0,3.0,12.252,-7.6112,6.0769,12.253,-7.6118,6.0772,0.0012154,0.00092,0.049165,0.049234,6.0,1.0
58,56652.0,1.0,3.0,9.621,-9.6602,3.648,10.333,-10.788,3.6679,0.77855,0.77738,0.042225,0.047071,7.0,0.0
59,56652.0,3.0,3.0,10.333,-10.815,3.6626,10.153,-11.454,3.3597,0.69704,0.69417,0.04718,0.049867,7.0,0.0
60,56652.0,5.0,3.0,10.144,-11.469,3.3441,8.6979,-12.018,-0.41615,0.61094,0.60726,0.049956,0.065191,7.0,0.0
61,56652.0,7.0,3.0,11.101,-6.4333,1.9804,13.219,-7.8221,1.877,0.75788,0.75603,0.035605,0.044844,6.0,0.0
62,56652.0,9.0,3.0,10.967,-7.3047,4.4759,11.742,-8.2301,4.3075,0.69955,0.69862,0.037658,0.042142,6.0,0.0
63,56737.0,1.0,3.0,-11.557,5.9612,12.873,-10.946,6.935,11.548,0.15191,0.14781,0.043311,0.052498,15.0,0.0
64,56737.0,3.0,3.0,-10.946,6.936,11.546,-13.481,7.0265,10.376,0.11466,0.10878,0.052514,0.06881,15.0,0.0
65,56737.0,5.0,3.0,-12.317,6.8837,10.943,-12.315,6.8819,10.939,0.001682,0.0009725,0.061174,0.061374,15.0,1.0
66,56971.0,1.0,3.0,8.6237,9.6097,-14.229,9.3191,10.956,-16.5,0.66854,0.66551,0.036906,0.047011,2.0,0.0
67,56971.0,3.0,3.0,8.9312,10.205,-15.233,8.932,10.203,-15.236,0.001451,0.00099091,0.041374,0.041599,2.0,1.0
68,57022.0,1.0,3.0,4.8265,-11.98,-0.84738,5.9883,-12.746,-1.3674,1.1175,1.1166,0.04324,0.04846,8.0,0.0
69,57022.0,3.0,3.0,6.0332,-12.866,-1.3654,5.9617,-12.688,-1.3364,0.14628,0.14544,0.049192,0.05022,8.0,0.0
70,57022.0,5.0,3.0,5.9603,-12.686,-1.336,5.8335,-12.481,-1.3669,0.13138,0.13099,0.050237,0.051572,8.0,0.0
71,57022.0,7.0,3.0,5.833,-12.48,-1.3671,5.0979,-12.01,-1.3937,0.12631,0.12456,0.051577,0.056451,8.0,0.0
72,57022.0,9.0,3.0,5.1931,-12.071,-1.3902,4.2911,-12.096,-1.5363,0.016378,0.0035705,0.05582,0.071958,8.0,1.0
73,57022.0,11.0,3.0,4.6106,-12.172,-1.4541,4.6037,-12.174,-1.4443,0.0017985,0.00095114,0.065058,0.065605,8.0,1.0
74,58421.0,1.0,3.0,-1.2172,-13.738,4.6608,0.1331,-15.363,3.5332,0.34443,0.34148,0.031233,0.041195,9.0,0.0
75,59154.0,1.0,3.0,11.277,-7.9101,-7.8659,13.115,-7.9423,-9.0378,0.17636,0.17269,0.044259,0.055132,6.0,0.0
76,59154.0,3.0,3.0,11.553,-8.136,-6.0429,12.504,-8.2858,-6.2542,1.0141,1.0132,0.041621,0.045112,6.0,0.0
77,59287.0,1.0,3.0,-6.0916,-13.297,-14.409,-4.0451,-12.245,-15.285,0.20655,0.20326,0.045725,0.057424,10.0,0.0
78,61191.0,1.0,3.0,-8.009,-10.093,-0.78992,-9.6327,-11.936,-1.199,0.55307,0.55052,0.034152,0.043622,11.0,0.0
79,61191.0,3.0,3.0,-9.5893,-11.887,-1.188,-9.5951,-11.879,-1.1932,0.0017011,0.00098542,0.043369,0.043891,11.0,1.0
80,61978.0,1.0,3.0,-8.7838,-9.5623,-9.0479,-8.2628,-11.787,-8.8954,0.18313,0.18025,0.031043,0.04233,11.0,0.0
81,64889.0,1.0,3.0,-11.184,-7.7975,12.087,-13.437,-7.3797,11.598,0.37326,0.37041,0.035975,0.045552,12.0,0.0
82,64889.0,3.0,3.0,-13.438,-7.3786,11.566,-12.066,-5.7883,11.193,0.083494,0.071021,0.045794,0.060059,12.0,0.0
83,64889.0,5.0,3.0,-12.065,-5.7884,11.191,-11.943,-6.1163,11.18,0.010207,0.00099873,0.060096,0.068553,12.0,0.0
84,64889.0,7.0,3.0,-12.23,-6.0115,11.259,-12.225,-6.0133,11.261,0.0015272,0.0009615,0.058104,0.058374,12.0,1.0
85,68338.0,1.0,3.0,-9.0585,9.5312,8.3275,-9.9253,9.8685,10.805,0.3867,0.38433,0.036264,0.047002,16.0,0.0
86,68338.0,3.0,3.0,-9.926,9.8692,10.808,-10.308,11.052,13.214,0.37321,0.36947,0.047013,0.058084,16.0,0.0
87,70564.0,1.0,3.0,10.946,-6.9425,12.934,13.394,-6.5885,15.136,0.39641,0.3927,0.035682,0.049052,6.0,0.0
88,72115.0,1.0,3.0,14.025,1.186,-13.388,12.92,3.2729,-8.4966,0.19002,0.1777,0.075318,0.10189,4.0,0.0
89,72115.0,3.0,3.0,13.426,2.1838,-10.998,13.418,2.1794,-10.985,0.0020493,0.00095772,0.08827,0.088952,4.0,1.0
90,75509.0,1.0,3.0,8.0601,-11.58,-7.7177,9.6605,-9.6804,-5.6876,0.66919,0.66621,0.030185,0.042056,7.0,0.0
91,77359.0,1.0,3.0,-10.947,-6.9282,-8.9767,-13.271,-6.3505,-6.082,0.07397,0.06481,0.032168,0.058577,12.0,0.0
92,77504.0,1.0,3.0,10.997,6.6777,-9.0181,12.585,8.2636,-10.192,0.66274,0.66027,0.032672,0.042058,3.0,0.0
93,79459.0,1.0,3.0,11.264,7.8957,-3.3464,13.147,7.9089,-6.1979,0.13193,0.12559,0.033873,0.052769,3.0,0.0
94,80905.0,1.0,3.0,-12.103,5.7846,-11.396,-11.05,6.5362,-10.606,0.29865,0.29695,0.039713,0.046233,15.0,0.0
95,80905.0,3.0,3.0,-11.048,6.5408,-10.611,-13.162,7.892,-13.478,0.23459,0.22897,0.046285,0.063737,15.0,0.0
96,80905.0,5.0,3.0,-11.073,6.557,-10.645,-11.077,6.5565,-10.643,0.0014226,0.00099369,0.046494,0.046714,15.0,1.0
97,80905.0,7.0,3.0,-10.96,7.2671,-15.822,-11.858,8.2699,-16.373,0.69523,0.6942,0.038102,0.043458,15.0,0.0
98,82326.0,1.0,3.0,12.782,-1.8197,-15.09,13.462,-1.2511,-15.022,0.31274,0.31181,0.048142,0.051922,5.0,0.0
99,82326.0,3.0,3.0,13.469,-1.2486,-15.017,14.247,-1.2309,-14.205,0.26755,0.26669,0.051965,0.056939,5.0,0.0
100,82326.0,5.0,3.0,14.253,-1.2325,-14.2,14.791,-1.5575,-14.166,0.2253,0.22462,0.056974,0.059891,5.0,0.0
101,82326.0,7.0,3.0,14.804,-1.571,-14.165,14.922,-2.1596,-13.685,0.016301,0.00098168,0.06003,0.077421,5.0,0.0
102,82326.0,9.0,3.0,14.673,-1.7782,-13.999,14.673,-1.7999,-14.015,0.0024502,0.00098916,0.064225,0.065373,5.0,1.0
103,84818.0,1.0,3.0,-4.6094,11.998,1.6544,-5.652,12.288,3.8328,0.36366,0.36089,0.030955,0.040952,17.0,0.0
104,86785.0,1.0,3.0,12.91,1.636,-4.8395,14.978,3.0967,-6.8284,0.42787,0.42489,0.039674,0.052476,4.0,0.0
105,86785.0,3.0,3.0,14.976,3.1,-6.8509,12.844,1.7221,-5.9236,0.2033,0.19379,0.052651,0.065552,4.0,0.0
106,90155.0,1.0,3.0,-7.9817,-11.467,13.476,-7.9837,-10.132,14.543,0.11111,0.10684,0.037484,0.047477,11.0,0.0
107,90651.0,1.0,3.0,3.7742,-13.967,-15.098,5.9859,-12.74,-14.126,0.74106,0.73809,0.047263,0.057162,8.0,0.0
108,94900.0,1.0,3.0,10.971,6.7746,-7.0145,12.927,8.099,-8.5032,0.40722,0.40394,0.052594,0.063803,3.0,0.0
109,95947.0,1.0,3.0,12.982,3.3407,1.1506,15.142,2.6367,1.7201,0.52098,0.51878,0.035643,0.044634,4.0,0.0
110,95947.0,3.0,3.0,15.145,2.6102,1.717,13.226,1.3633,0.35448,0.32796,0.32493,0.044789,0.055993,4.0,0.0
111,95947.0,5.0,3.0,13.634,3.1283,1.3224,13.634,3.1283,1.3224,0.0010183,0.00099137,0.038355,0.038355,4.0,1.0
112,98274.0,1.0,3.0,-12.824,-1.7523,-6.0855,-14.165,-1.2095,-6.5623,0.18875,0.18488,0.028014,0.035454,13.0,0.0
113,98274.0,3.0,3.0,-14.166,-1.2096,-6.5624,-14.792,-3.3377,-6.5151,0.18242,0.17982,0.035457,0.046407,13.0,0.0
114,100020.0,1.0,3.0,10.941,-7.0144,-6.0899,11.295,-6.17,-4.8148,0.087746,0.083873,0.039441,0.049553,6.0,0.0
115,100020.0,3.0,3.0,11.115,-6.6733,-5.5535,11.115,-6.6745,-5.552,0.0011861,0.00091913,0.043658,0.043782,6.0,1.0
116,100978.0,1.0,3.0,-9.9748,11.686,8.2927,-10.203,10.24,6.9582,0.055352,0.050053,0.037995,0.053561,16.0,0.0
117,100990.0,1.0,3.0,-12.886,-1.6647,13.881,-15.125,-2.7281,15.287,0.097763,0.093926,0.030536,0.0482,13.0,0.0
118,101234.0,1.0,3.0,-11.045,7.5535,4.1703,-11.709,8.2164,4.4501,0.27823,0.27677,0.042533,0.046817,15.0,0.0
119,101234.0,3.0,3.0,-11.719,8.2207,4.4521,-13.328,6.4454,3.3,0.18061,0.15704,0.046881,0.060041,15.0,0.0
120,101234.0,5.0,3.0,-11.719,8.2207,4.4521,-11.787,8.1923,4.3928,0.0045299,0.00095981,0.046882,0.050091,15.0,0.0
121,101234.0,7.0,3.0,-11.308,7.8164,4.2813,-11.308,7.8164,4.2813,0.0010064,0.00087394,0.044232,0.044232,15.0,1.0
122,106477.0,1.0,3.0,15.092,-2.8446,9.8615,13.657,-3.6976,10.395,0.86897,0.86761,0.035909,0.042203,5.0,0.0
123,108295.0,1.0,3.0,5.9852,-12.739,10.832,3.7907,-13.99,9.4236,0.12773,0.12297,0.041997,0.058102,8.0,0.0
124,111095.0,1.0,3.0,-9.2376,-9.5432,13.131,-7.9546,-10.182,12.961,0.15489,0.15124,0.031936,0.039444,11.0,0.0
125,112760.0,1.0,3.0,-0.0241,-14.685,-14.517,0.63563,-15.199,-14.474,0.40169,0.40085,0.046812,0.050184,9.0,0.0
126,112760.0,3.0,3.0,0.64787,-15.192,-14.48,1.0874,-13.444,-15.305,0.30153,0.29823,0.050298,0.058805,9.0,0.0
127,113441.0,1.0,3.0,12.768,1.846,13.647,13.937,1.1794,13.627,0.69816,0.69554,0.036925,0.04188,4.0,0.0
128,118214.0,1.0,3.0,-14.792,2.0446,16.5,-15.111,2.1127,16.369,0.52987,0.52955,0.043688,0.045033,14.0,0.0
129,118214.0,3.0,3.0,-15.114,2.1235,16.363,-14.975,2.5445,16.5,0.4275,0.42682,0.045102,0.046946,14.0,0.0
130,118214.0,5.0,3.0,-14.978,2.5843,16.5,-12.661,2.7845,14.303,0.068478,0.058225,0.04727,0.070549,14.0,0.0
131,118214.0,7.0,3.0,-13.485,2.8113,15.025,-13.492,2.8302,14.987,0.003058,0.00099341,0.062404,0.064346,14.0,1.0
132,118214.0,9.0,3.0,-14.05,2.7023,15.557,-14.05,2.7074,15.561,0.0013595,0.00096663,0.056732,0.057032,14.0,1.0
133,118214.0,11.0,3.0,-14.789,2.0447,16.5,-14.997,1.8326,13.494,0.084987,0.074764,0.043686,0.063693,14.0,0.0
134,118214.0,13.0,3.0,-14.997,1.8328,13.493,-15.142,2.2636,12.717,0.069491,0.067826,0.063697,0.070052,14.0,0.0
135,119301.0,1.0,3.0,0.7528,-14.744,-16.5,0.28471,-15.338,-15.464,0.36422,0.36301,0.04861,0.053882,9.0,0.0
136,119301.0,3.0,3.0,0.27852,-15.339,-15.453,0.41696,-12.9,-12.497,0.30052,0.29636,0.053938,0.0704,9.0,0.0
137,119301.0,5.0,3.0,0.41076,-12.898,-12.488,-0.81503,-15.074,-11.986,0.15911,0.1539,0.070542,0.083677,9.0,0.0
138,121145.0,1.0,3.0,13.24,6.3061,-3.4832,13.48,7.1063,-3.6941,0.42168,0.42032,0.034632,0.038067,3.0,0.0
139,121145.0,3.0,3.0,13.479,7.1119,-3.6946,13.027,8.0228,-2.9881,0.39341,0.39218,0.038091,0.043097,3.0,0.0
140,123156.0,1.0,3.0,8.0378,-10.052,14.973,9.4946,-11.996,14.365,0.77071,0.76946,0.044056,0.053164,7.0,0.0
141,125600.0,1.0,3.0,-12.635,2.6692,-12.066,-14.089,1.1947,-11.064,0.46577,0.4634,0.054818,0.063822,14.0,0.0
142,126743.0,1.0,3.0,-12.931,-3.2857,3.1347,-13.804,-3.7158,4.396,0.8822,0.88109,0.057326,0.063039,13.0,0.0
143,126743.0,3.0,3.0,-12.9,-3.2496,3.0801,-14.471,-3.5753,2.0355,0.13024,0.1268,0.057245,0.067816,13.0,0.0
144,126743.0,5.0,3.0,-14.474,-3.5739,2.0324,-14.511,-1.3429,2.3153,0.08711,0.078923,0.067849,0.083017,13.0,0.0
145,126743.0,7.0,3.0,-13.196,-3.311,2.8833,-13.218,-3.3311,2.8806,0.00292,0.00098588,0.059237,0.060504,13.0,1.0
146,126743.0,9.0,3.0,-12.905,-3.2552,3.1054,-14.634,-1.4222,5.3446,0.21002,0.20511,0.057168,0.073106,13.0,0.0
147,128262.0,1.0,3.0,3.9527,-14.175,-16.095,4.1354,-13.499,-16.5,0.22502,0.22378,0.15785,0.1616,8.0,0.0
148,131279.0,1.0,3.0,-12.52,5.8181,9.2541,-11.019,7.4893,8.6692,0.31823,0.31489,0.037311,0.04714,15.0,0.0
149,133122.0,1.0,3.0,-12.034,-5.7924,0.17929,-12.511,-8.284,0.56277,0.26316,0.26051,0.034145,0.045538,12.0,0.0
150,133122.0,3.0,3.0,-12.505,-8.2854,0.56956,-11.847,-5.8332,0.15725,0.14931,0.14556,0.04563,0.059178,12.0,0.0
151,133263.0,1.0,3.0,3.836,12.45,3.0241,4.5811,14.497,1.7106,0.83637,0.83403,0.053517,0.062686,1.0,0.0
152,135208.0,1.0,3.0,5.0683,12.004,-15.364,5.9303,13.871,-16.042,0.64774,0.64613,0.034768,0.042814,1.0,0.0
153,135748.0,1.0,3.0,6.0829,13.094,-16.021,4.0504,14.258,-16.165,0.20717,0.20097,0.03536,0.0465,1.0,0.0
154,135748.0,3.0,3.0,4.0463,14.255,-16.164,3.5843,12.967,-15.372,0.16933,0.16701,0.046532,0.054517,1.0,0.0
155,145648.0,1.0,3.0,-7.9205,-11.355,13.454,-7.874,-10.356,13.072,0.11608,0.1135,0.039072,0.045237,11.0,0.0
156,145648.0,3.0,3.0,-8.4237,-11.898,13.627,-8.479,-9.6736,11.776,0.52685,0.52355,0.041994,0.053088,11.0,0.0
157,145648.0,5.0,3.0,-7.9362,-11.386,13.447,-8.694,-12.016,13.053,0.85231,0.85133,0.039163,0.042983,11.0,0.0
158,145648.0,7.0,3.0,-8.7249,-12.025,13.067,-10.11,-11.521,13.812,0.71886,0.71692,0.043125,0.049181,11.0,0.0
159,145648.0,9.0,3.0,-10.127,-11.494,13.828,-10.307,-10.543,14.424,0.57438,0.57321,0.049324,0.053622,11.0,0.0
160,145648.0,11.0,3.0,-7.9118,-11.337,13.45,-10.319,-10.61,15.639,1.1543,1.1511,0.038984,0.050668,11.0,0.0
161,145648.0,13.0,3.0,-10.319,-10.608,15.804,-10.243,-10.721,16.5,0.46054,0.45986,0.051347,0.054127,11.0,0.0
162,145648.0,15.0,3.0,-7.9239,-11.362,13.449,-10.037,-11.617,15.552,0.92171,0.91988,0.03908,0.049763,11.0,0.0
163,145648.0,17.0,3.0,-10.049,-11.602,15.645,-8.2806,-9.8011,16.351,0.41251,0.40995,0.050164,0.060661,11.0,0.0
164,145648.0,19.0,3.0,-8.9452,-11.485,14.466,-8.9462,-11.495,14.465,0.0025102,0.00096676,0.044244,0.04474,11.0,1.0
165,145648.0,21.0,3.0,-8.4126,-11.892,13.591,-10.189,-10.213,13.534,0.36516,0.36205,0.041769,0.051808,11.0,0.0
166,145648.0,23.0,3.0,-10.191,-10.217,13.56,-8.125,-9.9453,12.721,0.077541,0.070552,0.052037,0.067483,11.0,0.0
167,145648.0,25.0,3.0,-9.3221,-11.032,13.562,-9.3599,-11.1,13.65,0.0047085,0.00099434,0.046909,0.05065,11.0,1.0
168,145648.0,27.0,3.0,-7.9492,-11.411,13.439,-10.307,-11.057,12.062,0.19226,0.18865,0.039533,0.052902,11.0,0.0
169,145648.0,29.0,3.0,-10.307,-11.058,12.053,-8.0019,-10.104,12.171,0.12092,0.11694,0.052965,0.067151,11.0,0.0
170,145648.0,31.0,3.0,-9.8264,-11.129,12.343,-9.9327,-11.279,12.247,0.0074405,0.00098716,0.050176,0.056034,11.0,1.0
171,146007.0,1.0,3.0,-4.0229,12.263,-10.58,-5.9748,13.784,-12.836,0.75682,0.75379,0.034446,0.04665,17.0,0.0
172,146369.0,1.0,3.0,-15.082,-2.0218,-12.9,-13.257,-3.552,-11.223,0.17366,0.17048,0.038996,0.053596,13.0,0.0
173,147765.0,1.0,3.0,-5.623,-12.264,10.403,-3.5749,-13.487,13.391,0.082332,0.069804,0.028504,0.054347,10.0,0.0
174,147875.0,1.0,3.0,-3.9578,-12.32,11.187,-5.6867,-14.18,10.677,0.34951,0.34749,0.042599,0.05334,10.0,0.0
175,148011.0,1.0,3.0,-11.595,5.9397,11.27,-13.443,7.3601,9.2557,0.97348,0.96918,0.042229,0.053174,15.0,0.0
176,149092.0,1.0,3.0,-12.695,-2.8898,12.456,-13.387,-1.2803,12.151,0.32296,0.31955,0.027969,0.035476,13.0,0.0
177,149302.0,1.0,3.0,-8.8229,-12.048,11.728,-10.321,-10.626,8.6655,0.34612,0.34262,0.035959,0.051308,11.0,0.0
178,149302.0,3.0,3.0,-7.8057,-10.979,11.182,-8.1384,-11.671,11.604,0.96044,0.95929,0.03031,0.033429,11.0,0.0
179,149302.0,5.0,3.0,-8.1875,-11.721,11.594,-9.8473,-11.8,12.161,0.66367,0.66279,0.033705,0.040209,11.0,0.0
180,149302.0,7.0,3.0,-9.9084,-11.749,12.163,-9.994,-9.9371,9.8065,0.16952,0.16453,0.040645,0.055667,11.0,0.0
181,149302.0,9.0,3.0,-9.9939,-9.937,9.8056,-8.0993,-11.628,4.8617,0.15918,0.14992,0.055672,0.084545,11.0,0.0
182,149302.0,11.0,3.0,-9.5197,-10.329,8.4352,-9.5285,-10.345,8.4339,0.0019977,0.0009806,0.063417,0.064254,11.0,1.0
183,149302.0,13.0,3.0,-8.7994,-11.75,11.803,-8.8435,-11.717,11.691,0.0080787,0.00093715,0.036103,0.039362,11.0,1.0
184,149533.0,1.0,3.0,8.2293,-9.8434,2.3996,9.5709,-9.637,1.4839,0.42346,0.42216,0.06519,0.071713,7.0,0.0
185,151035.0,1.0,3.0,-4.0785,-12.22,-13.781,-3.6891,-12.677,-13.78,0.37575,0.37506,0.041285,0.043733,10.0,0.0
186,151035.0,3.0,3.0,-3.6784,-12.698,-13.762,-5.7836,-14.08,-13.385,0.181,0.17632,0.043926,0.056521,10.0,0.0
187,152659.0,1.0,3.0,-4.7404,-11.982,1.1901,-5.3434,-14.408,2.3584,0.66961,0.66661,0.036568,0.046776,10.0,0.0
188,153932.0,1.0,3.0,11.38,6.0895,11.522,10.946,7.1642,12.226,0.70999,0.70773,0.045659,0.05064,3.0,0.0
189,153932.0,3.0,3.0,10.951,7.2079,12.234,11.576,8.1501,12.264,0.52057,0.51978,0.050812,0.055157,3.0,0.0
190,153932.0,5.0,3.0,11.575,8.1494,12.254,10.942,7.1073,8.7423,0.44607,0.44183,0.055221,0.069885,3.0,0.0
