,t_0_g,NPS_g
0,2.058656973950939e-06,190475.0
1,2.058656973950939e-06,190475.0
2,2.058656973950939e-06,190475.0
3,2.699413227745441e-06,227977.0
4,2.699413227745441e-06,227977.0
5,2.699413227745441e-06,227977.0
6,4.608355617785343e-06,403643.0
7,4.608355617785343e-06,403643.0
8,4.608355617785343e-06,403643.0
9,5.620732222295742e-06,501922.0
10,5.620732222295742e-06,501922.0
11,5.620732222295742e-06,501922.0
12,5.620732222295742e-06,501922.0
13,5.620732222295742e-06,501922.0
14,5.620732222295742e-06,501922.0
15,5.952372782172952e-06,515428.0
16,5.952372782172952e-06,515428.0
17,5.952372782172952e-06,515428.0
18,5.952372782172952e-06,515428.0
19,6.345847782849695e-06,549242.0
20,6.345847782849695e-06,549242.0
21,6.345847782849695e-06,549242.0
22,6.957457523814422e-06,622283.0
23,6.957457523814422e-06,622283.0
24,6.957457523814422e-06,622283.0
25,7.204350398382004e-06,644894.0
26,7.204350398382004e-06,644894.0
27,7.204350398382004e-06,644894.0
28,7.204350398382004e-06,644894.0
29,7.361727674171456e-06,657688.0
30,7.361727674171456e-06,657688.0
31,7.361727674171456e-06,657688.0
32,7.59490390304449e-06,690887.0
33,8.248660547268748e-06,731851.0
34,8.248660547268748e-06,731851.0
35,8.248660547268748e-06,731851.0
36,8.50760318917148e-06,750586.0
37,8.50760318917148e-06,750586.0
38,8.50760318917148e-06,750586.0
39,8.748567648363102e-06,763429.0
40,8.748567648363102e-06,763429.0
41,8.748567648363102e-06,763429.0
42,9.098557313337815e-06,799008.0
43,9.36090841978797e-06,815373.0
44,9.36090841978797e-06,815373.0
45,9.36090841978797e-06,815373.0
46,9.447518919008418e-06,820703.0
47,9.447518919008418e-06,820703.0
48,9.447518919008418e-06,820703.0
49,9.447518919008418e-06,820703.0
50,9.447518919008418e-06,820703.0
51,9.473260211422444e-06,836214.0
52,9.763503714939325e-06,858766.0
53,9.763503714939325e-06,858766.0
54,9.763503714939325e-06,858766.0
55,1.0467408118672547e-05,940780.0
56,1.0467408118672547e-05,940780.0
57,1.0467408118672547e-05,940780.0
58,1.0536367076976666e-05,955141.0
59,1.0536367076976666e-05,955141.0
60,1.0536367076976666e-05,955141.0
61,1.0789308331232251e-05,989393.0
62,1.0789308331232251e-05,989393.0
63,1.0789308331232251e-05,989393.0
64,1.0982372667856751e-05,1010999.0
65,1.0982372667856751e-05,1010999.0
66,1.0982372667856751e-05,1010999.0
67,1.0982372667856751e-05,1010999.0
68,1.0982372667856751e-05,1010999.0
69,1.0982372667856751e-05,1010999.0
70,1.0982372667856751e-05,1010999.0
71,1.3897683538332248e-05,1260508.0
72,1.3897683538332248e-05,1260508.0
73,1.3897683538332248e-05,1260508.0
74,1.4509116284986078e-05,1287371.0
75,1.4509116284986078e-05,1287371.0
76,1.4509116284986078e-05,1287371.0
77,1.4509116284986078e-05,1287371.0
78,1.5425683320377284e-05,1326310.0
79,1.5425683320377284e-05,1326310.0
80,1.5425683320377284e-05,1326310.0
81,1.5425683320377284e-05,1326310.0
82,1.5425683320377284e-05,1326310.0
83,1.5425683320377284e-05,1326310.0
84,1.5516113369060696e-05,1359510.0
85,1.5516113369060696e-05,1359510.0
86,1.5516113369060696e-05,1359510.0
87,1.5582920970040015e-05,1379953.0
88,1.5582920970040015e-05,1379953.0
89,1.5582920970040015e-05,1379953.0
90,1.6994132733525092e-05,1483267.0
91,1.6994132733525092e-05,1483267.0
92,1.6994132733525092e-05,1483267.0
93,1.705963557691186e-05,1486449.0
94,1.705963557691186e-05,1486449.0
95,1.705963557691186e-05,1486449.0
96,1.7066884817874154e-05,1493966.0
97,1.7066884817874154e-05,1493966.0
98,1.7066884817874154e-05,1493966.0
99,1.7248149081327878e-05,1538950.0
100,1.7360526081211454e-05,1550482.0
101,1.7360526081211454e-05,1550482.0
102,1.7360526081211454e-05,1550482.0
103,1.780398130151301e-05,1640031.0
104,1.780398130151301e-05,1640031.0
105,1.780398130151301e-05,1640031.0
106,1.85266517256657e-05,1730482.0
107,1.85266517256657e-05,1730482.0
108,1.85266517256657e-05,1730482.0
109,1.9526490380037625e-05,1796838.0
110,1.9526490380037625e-05,1796838.0
