,t_0_g,NPS_g
0,7.432316175162751e-07,93263.0
1,7.432316175162751e-07,93263.0
2,7.432316175162751e-07,93263.0
3,3.042027687875611e-06,267858.0
4,3.042027687875611e-06,267858.0
5,3.042027687875611e-06,267858.0
6,3.287112489445405e-06,289467.0
7,3.287112489445405e-06,289467.0
8,3.287112489445405e-06,289467.0
9,3.396743566080014e-06,308342.0
10,3.396743566080014e-06,308342.0
11,3.396743566080014e-06,308342.0
12,4.089213421064861e-06,368090.0
13,4.089213421064861e-06,368090.0
14,4.089213421064861e-06,368090.0
15,4.089213421064861e-06,368090.0
16,4.089213421064861e-06,368090.0
17,4.089213421064861e-06,368090.0
18,4.089213421064861e-06,368090.0
19,4.089213421064861e-06,368090.0
20,4.089213421064861e-06,368090.0
21,4.089213421064861e-06,368090.0
22,4.089213421064861e-06,368090.0
23,4.4460016357298506e-06,379163.0
24,4.4460016357298506e-06,379163.0
25,4.4460016357298506e-06,379163.0
26,4.4460016357298506e-06,379163.0
27,4.4460016357298506e-06,379163.0
28,4.4460016357298506e-06,379163.0
29,5.103981397192148e-06,434503.0
30,6.739989942925946e-06,603328.0
31,6.739989942925946e-06,603328.0
32,6.739989942925946e-06,603328.0
33,6.885034999402106e-06,607266.0
34,6.885034999402106e-06,607266.0
35,6.885034999402106e-06,607266.0
36,6.885034999402106e-06,607266.0
37,6.885034999402106e-06,607266.0
38,6.885034999402106e-06,607266.0
39,6.968961698787629e-06,624011.0
40,6.968961698787629e-06,624011.0
41,6.968961698787629e-06,624011.0
42,6.9787361023764e-06,624094.0
43,6.9787361023764e-06,624094.0
44,6.9787361023764e-06,624094.0
45,9.033541757412235e-06,786921.0
46,9.033541757412235e-06,786921.0
47,9.033541757412235e-06,786921.0
48,9.047398629981395e-06,790506.0
49,9.61673670049123e-06,848128.0
50,9.61673670049123e-06,848128.0
51,9.61673670049123e-06,848128.0
52,9.711053560973325e-06,852765.0
53,9.711053560973325e-06,852765.0
54,9.711053560973325e-06,852765.0
55,1.0412609340824518e-05,935198.0
56,1.0522168336639089e-05,944702.0
57,1.0522168336639089e-05,944702.0
58,1.0522168336639089e-05,944702.0
59,1.245548212061351e-05,1140079.0
60,1.245548212061351e-05,1140079.0
61,1.245548212061351e-05,1140079.0
62,1.2556849210829791e-05,1144504.0
63,1.2556849210829791e-05,1144504.0
64,1.2556849210829791e-05,1144504.0
65,1.3417617432794442e-05,1203388.0
66,1.4174386273855512e-05,1263746.0
67,1.4174386273855512e-05,1263746.0
68,1.4174386273855512e-05,1263746.0
69,1.5035482644233594e-05,1312312.0
70,1.5035482644233594e-05,1312312.0
71,1.5035482644233594e-05,1312312.0
72,1.5035482644233594e-05,1312312.0
73,1.7151436795400663e-05,1531807.0
74,1.7151436795400663e-05,1531807.0
75,1.7151436795400663e-05,1531807.0
76,1.7930231009711705e-05,1654837.0
77,1.7930231009711705e-05,1654837.0
78,1.7930231009711705e-05,1654837.0
79,1.853642612925447e-05,1743028.0
80,1.853642612925447e-05,1743028.0
81,1.853642612925447e-05,1743028.0
82,1.9401323821360442e-05,1788557.0
83,1.9401323821360442e-05,1788557.0
84,1.9401323821360442e-05,1788557.0
85,1.9486031919128883e-05,1792087.0
86,1.9486031919128883e-05,1792087.0
87,1.9486031919128883e-05,1792087.0
88,1.9486031919128883e-05,1792087.0
89,1.9486031919128883e-05,1792087.0
90,1.9486031919128883e-05,1792087.0
91,1.9486031919128883e-05,1792087.0
92,1.9486031919128883e-05,1792087.0
93,1.9486031919128883e-05,1792087.0
94,1.9834685073392e-05,1855365.0
95,1.9834685073392e-05,1855365.0
96,1.9834685073392e-05,1855365.0
97,2.0099119196258297e-05,1865287.0
98,2.0099119196258297e-05,1865287.0
99,2.0099119196258297e-05,1865287.0
100,2.0099119196258297e-05,1865287.0
101,2.0099119196258297e-05,1865287.0
102,2.0099119196258297e-05,1865287.0
